block_number,transaction_index,log_index,transaction_hash,erc20,from_address,to_address,value_binary,value_string,value_f64,chain_id
22816639,94,245,0x5bb711061860305dcc63e0bb0cc3e000ae01905b814cdb782d12d66fc56985a0,0xdac17f958d2ee523a2206206994597c13d831ec7,0x9401275fcb1ca71c6ef4abab144d71b19d1fd414,0x559432e18b281731c054cd703d4b49872be4ed53,0x0000000000000000000000000000000000000000000000000000000070733b40,1886600000,1886600000.0,1
22816639,95,247,0x3ad1113dc855ca20390e0d9928755891d4de0c73c3081e89b87efaffcc5e12f9,0x482df7483a52496f4c65ab499966dfcdf4ddfdbc,0x229d1c1f72be9cbd0998d377b3327a72bdc071f4,0x111111125421ca6dc452d289314280a0f8842a65,0x0000000000000000000000000000000000000000000004c3c52e787cc61a5d28,22500789452203638807848,2.2500789452203637e22,1
22816639,95,248,0x3ad1113dc855ca20390e0d9928755891d4de0c73c3081e89b87efaffcc5e12f9,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x5141b82f5ffda4c6fe1e372978f1c5427640a190,0x229d1c1f72be9cbd0998d377b3327a72bdc071f4,0x000000000000000000000000000000000000000000000000012df1f7ea5f58f6,84990015081240822,8.499001508124082e16,1
22816639,95,250,0x3ad1113dc855ca20390e0d9928755891d4de0c73c3081e89b87efaffcc5e12f9,0x482df7483a52496f4c65ab499966dfcdf4ddfdbc,0x111111125421ca6dc452d289314280a0f8842a65,0x84bfe15825d4357cb01ebdb2bed19edae3aefccf,0x0000000000000000000000000000000000000000000004c3c52e787cc61a5d28,22500789452203638807848,2.2500789452203637e22,1
22816639,102,251,0x6b4e0d03db9802a94e09d8baa35df171a0c8d3197ad29dd4131084564058cfc1,0xdac17f958d2ee523a2206206994597c13d831ec7,0x46340b20830761efd32832a74d7169b29feb9758,0x3631d66bba74fe5c2a88bba581974eae68d9abee,0x0000000000000000000000000000000000000000000000000000000058cf9880,1490000000,1490000000.0,1
22816639,105,253,0x134a6bfe6227afa41a427471be45d048cb3f5a48538a158847454e918343b875,0xdd3b11ef34cd511a2da159034a05fcb94d806686,0xf12533a96712133d9bb97c24de5bcf52f48851bd,0xf5042e6ffac5a625d4e7848e0b01373d8eb9e222,0x0000000000000000000000000000000000000000068bb144c95e459feb6efab0,2025787875610680409671531184,2.0257878756106803e27,1
22816639,105,254,0x134a6bfe6227afa41a427471be45d048cb3f5a48538a158847454e918343b875,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x82d88875d64d60cbe9cbea47cb960ae0f04ebd4d,0xf12533a96712133d9bb97c24de5bcf52f48851bd,0x0000000000000000000000000000000000000000000000000342e34142378000,235000000000000000,2.35e17,1
22816639,105,257,0x134a6bfe6227afa41a427471be45d048cb3f5a48538a158847454e918343b875,0xdd3b11ef34cd511a2da159034a05fcb94d806686,0xf5042e6ffac5a625d4e7848e0b01373d8eb9e222,0xc3d51f3691267dacce55478e474c6fc9f9044d5f,0x0000000000000000000000000000000000000000068bb144c95e459feb6efab0,2025787875610680409671531184,2.0257878756106803e27,1
22816639,108,271,0x7fcbee391f9cb0098e7fa49b8e79fa336707fd677ac179d49605cb40f64b4aa3,0xb23d80f5fefcddaa212212f028021b41ded428cf,0x16588709ca8f7b84829b43cc1c5cb7e84a321b16,0xfbd4cdb413e45a52e2c8312f670e9ce67e794c37,0x00000000000000000000000000000000000000000000000d414bd05d8ede5a44,244512756294190258756,2.4451275629419027e20,1
22816639,108,272,0x7fcbee391f9cb0098e7fa49b8e79fa336707fd677ac179d49605cb40f64b4aa3,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xfbd4cdb413e45a52e2c8312f670e9ce67e794c37,0x16588709ca8f7b84829b43cc1c5cb7e84a321b16,0x000000000000000000000000000000000000000000000000037ca737cfd45d77,251259537377746295,2.512595373777463e17,1
22816639,111,274,0x8aa04b091eea1e07ce4c43d53287053be064e45de91252fdb8b2132e685dc2ec,0xdac17f958d2ee523a2206206994597c13d831ec7,0x0aaf0198a0956716e58f8a56aff2032c4b2e52b8,0x84a6517497050ef784d8fbc591b8437906cc443b,0x0000000000000000000000000000000000000000000000000000000001c52fa0,29700000,29700000.0,1
22816639,113,278,0x32e927e5e74f1b29af12954d3942d7b213f1e076404424c217f6f8dab190fbd3,0xb23d80f5fefcddaa212212f028021b41ded428cf,0xcd423f3ab39a11ff1d9208b7d37df56e902c932b,0xfbd4cdb413e45a52e2c8312f670e9ce67e794c37,0x000000000000000000000000000000000000000000000009bedd8666c2ec69a4,179773993276360386980,1.797739932763604e20,1
22816639,113,279,0x32e927e5e74f1b29af12954d3942d7b213f1e076404424c217f6f8dab190fbd3,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xfbd4cdb413e45a52e2c8312f670e9ce67e794c37,0xcd423f3ab39a11ff1d9208b7d37df56e902c932b,0x00000000000000000000000000000000000000000000000002904de2c69857eb,184733221112010731,1.8473322111201072e17,1
22816639,114,281,0x63bf5c3af8dbcefbfc05ed779dd9b15a3ad8c2f93fd3bcab94e8ae169141aa08,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0xf8ca8638e5ccef45005eb933db80ff7fdd8fa78a,0xa8020ecbc321e0c8cea26b3507f207482d0100c2,0x000000000000000000000000000000000000000000000000000000001dcd6500,500000000,500000000.0,1
22816639,115,283,0x846f10508c25db2162219747a2a0cc2caa3d6a364653d90f9a9ea2b80c4baad6,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x0b5c4a7fcda49e0a8661419bb55b86161a86db2a,0xcf3aed3b1179ee1798313176e1cabebec41dd6ba,0x000000000000000000000000000000000000000000000000000000000276cc60,41340000,41340000.0,1
22816639,119,285,0xf5c6c5d2cb0c9d6e598f5aa12506ac0b4fcff40a513ecbb133889883784ec9e4,0xdac17f958d2ee523a2206206994597c13d831ec7,0xcc49f604fd72409eca377f32141e156c8702f92c,0x3a6868e12d04976f088691a23489349d341791b1,0x000000000000000000000000000000000000000000000000000000003b9aca00,1000000000,1000000000.0,1
22816639,121,288,0xd13717f27faa80b0ec1168a8b3272ad4c6bfffdf3bfdbf77a02b236028d32bbc,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x2143125a4799c71796131fbcc135d1f573a8966c,0x0000000000000000000000000000000000000000000000001774160bc668ffcb,1689999999999999947,1.69e18,1
22816639,121,289,0xd13717f27faa80b0ec1168a8b3272ad4c6bfffdf3bfdbf77a02b236028d32bbc,0x3271e526ed31db76bc0016ee56701f17fa929886,0x2143125a4799c71796131fbcc135d1f573a8966c,0xb9b79698a00befc4d5bb9883c260dc851ec8b884,0x0000000000000000000000000000000000000000000000000000f185fcf10168,265557776597352,265557776597352.0,1
22816639,122,292,0xe844bbaf1e5922837611cd9b3a1f7288fa620bf334cd28e834e8a14198db9fe2,0x2f714d7b9a035d4ce24af8d9b6091c07e37f43fb,0x99eff3ddf8033159346c470ad718a062b188abf9,0x1ab4973a48dc892cd9971ece8e01dcc7688f8f23,0x00000000000000000000000000000000000000000000016508c69d3d9fb40000,6586120000000000000000,6.58612e21,1
22816639,123,293,0x094a7a88fbf3d29bf4a474a0d296b4badabdaac83b0d91463b8af5126605cc6f,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x92c8977a7df1838b4d5234c75cdc7a1232c359b7,0x0552c8c4dbe0fc3cece72e2b7b9fead0507e0115,0x000000000000000000000000000000000000000000000000000000008e748180,2390000000,2390000000.0,1
22816639,124,294,0x4206674c0e4968645a95b1e959f702e716f47d29b1fc69ca8c06f41c3435dcb3,0x1601dc662e650d8981f333c5621e10152418689d,0x9e497f2bd2f1b44aa94307f6a86e1fbaf5f5e46c,0xd4df2468f213029445a8cf6c7ec94262c5db0466,0x000000000000000000000000000000000000000000000000353211be1d3b2431,3833145741077586993,3.833145741077587e18,1
22816639,124,296,0x4206674c0e4968645a95b1e959f702e716f47d29b1fc69ca8c06f41c3435dcb3,0x1601dc662e650d8981f333c5621e10152418689d,0xadab7ac1613443fd8ea2d0aaf7570f0edcc04737,0x6b938482bc07657d7ea6edb48d75a76ddac4bf27,0x0000000000000000000000000000000000000000000000000bffa096950aaf78,864586222084468600,8.645862220844686e17,1
22816639,124,298,0x4206674c0e4968645a95b1e959f702e716f47d29b1fc69ca8c06f41c3435dcb3,0x1601dc662e650d8981f333c5621e10152418689d,0x0fbb527bf2939e64e8e03905f4d14e263b7dd411,0x99a69ba6403408ae8c261a826d6b119dee972e2c,0x00000000000000000000000000000000000000000000000011f2f21e026a77ba,1293362253712226234,1.2933622537122263e18,1
22816639,124,300,0x4206674c0e4968645a95b1e959f702e716f47d29b1fc69ca8c06f41c3435dcb3,0x1601dc662e650d8981f333c5621e10152418689d,0x798d9f7faee46f62acb644e8c0473c2684ebea74,0x4c8a7dd8b1dc7c89c4622b365bf1d2e226961cfe,0x000000000000000000000000000000000000000000000000008549a844325580,37517158950000000,3.751715895e16,1
22816639,124,302,0x4206674c0e4968645a95b1e959f702e716f47d29b1fc69ca8c06f41c3435dcb3,0x1601dc662e650d8981f333c5621e10152418689d,0x40a63c0c44366f278d725257a3e6bf1739d83397,0x7fd42ff51fc8c00ea6052f1e3126f399f0e9608e,0x0000000000000000000000000000000000000000000000000cde63b6e9ec0650,927288210544658000,9.27288210544658e17,1
22816639,124,304,0x4206674c0e4968645a95b1e959f702e716f47d29b1fc69ca8c06f41c3435dcb3,0x1601dc662e650d8981f333c5621e10152418689d,0x6cb41ba776118067cd84ff38eee79f906a9c39c0,0x25e71000e7c9002c51f7cf58e54a1a1fbe4d5fbd,0x0000000000000000000000000000000000000000000000001087b295d7b675d6,1191116983101715926,1.191116983101716e18,1
22816639,127,306,0x722fd768cf07cdf4f9763da08d41dabbf70d8b373720157b6e3e490f19ee42e8,0x866a2bf4e572cbcf37d5071a7a58503bfb36be1b,0xa370275bb06b7416184a967c5b8593942784cdfe,0x0502d65f26f45d17503e4d34441f5e73ea143033,0x00000000000000000000000000000000000000000000000000000246139ca800,2500000000000,2500000000000.0,1
22816639,133,309,0xbcd7758d0b8a095d350e21c3ade7bacd109c03172422e5f2b315f16e3ef4bad5,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x0c9c247677c5ef40759010a46ced1b1ea414e455,0x6b54dfdc028fa18c6ae450c8333e77aff0bb1b71,0x00000000000000000000000000000000000000000000000000000034f54ca3e0,227453740000,227453740000.0,1
22816639,136,310,0x446fe4bfc8e523f9512ddc69d7e4914e99c87b221dc92270a2f89e3802ffe3a8,0xa5a687485a3f24c371a89142d11524853238e92c,0xf16df583e3cbb499c6a91ba4dedc941fa1a01220,0x040ff66e3fcbfc808b089826599e98d6cb00bf2b,0x0000000000000000000000000000000000000000000000000000000005f5e100,100000000,100000000.0,1
22816639,140,315,0xed738b42d69edd97fcfd20ad4c9e905412fe930787e8d808429233aede415dfa,0xdac17f958d2ee523a2206206994597c13d831ec7,0xfb09b19befc8af4c4e0c7ff85da71081610dc835,0x8a33e2d23dbd1b0aebcf5f67db72d8c5b6b57c2f,0x00000000000000000000000000000000000000000000000000000001e91590c3,8205471939,8205471939.0,1
22816639,141,316,0xf3688c7a38fc95c697054903ede241ffa0636fee5705b8cfa827bc7b4cb00bc9,0x6982508145454ce325ddbe47a25d4ec3d2311933,0x0557569f9ddda0ccc55c47442f4bf12f90b905fb,0xb685760ebd368a891f27ae547391f4e2a289895b,0x000000000000000000000000000000000000000000056c802d51c13731a81c00,6557009127068150000000000,6.55700912706815e24,1
22816639,142,319,0x85f15fe4996de4640cd1ad1197f26334772ef4631ad6d482e64fa8f3feeaa55d,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x0c9c247677c5ef40759010a46ced1b1ea414e455,0xf2712fe608a6178c9bfa150aa1f40262c18af80d,0x00000000000000000000000000000000000000000000000000000000985446e0,2555660000,2555660000.0,1
22816639,148,320,0xd5b0a535ad4eef2864ce0b48119bd8134846aaeb4ec67141966dc67ee6ebf320,0xe28b3b32b6c345a34ff64674606124dd5aceca30,0x6c063a6e8cd45869b5eb75291e65a3de298f3aa8,0xfbd4cdb413e45a52e2c8312f670e9ce67e794c37,0x000000000000000000000000000000000000000000000002930bb875ce019ec7,47489253511845224135,4.7489253511845224e19,1
22816639,148,321,0xd5b0a535ad4eef2864ce0b48119bd8134846aaeb4ec67141966dc67ee6ebf320,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xfbd4cdb413e45a52e2c8312f670e9ce67e794c37,0x6c063a6e8cd45869b5eb75291e65a3de298f3aa8,0x00000000000000000000000000000000000000000000000002f1aab42badcf37,212138348266770231,2.1213834826677024e17,1
22816639,150,323,0x34ce7c74fd4e709063d819c3ab14642dda4bf18ad2ce6757abe83e9bbfbe7381,0xbe51628936610e1c54ee627d6d0249c3e1bb89a0,0x4381324f3873fc14af4b1e11468218c3a07aa672,0xd20bb68d5190ab4529561290275e1c47ba4656d3,0x0000000000000000000000000000000000000000000000000000000332c0aeab,13736390315,13736390315.0,1
22816639,150,324,0x34ce7c74fd4e709063d819c3ab14642dda4bf18ad2ce6757abe83e9bbfbe7381,0xbe51628936610e1c54ee627d6d0249c3e1bb89a0,0xf91ee1383a5198687899cb8baa81d57eaceefe28,0x304b975ad7d4aa4956ec6a252d4b65375de9a655,0x0000000000000000000000000000000000000000000000000000000005f5e100,100000000,100000000.0,1
22816639,150,325,0x34ce7c74fd4e709063d819c3ab14642dda4bf18ad2ce6757abe83e9bbfbe7381,0x712c5c8ee871bb20af57ea4b40d5c233b3bdb365,0xda0d915448477184cdc0314c8d8dc3717720c305,0xc46e954e31e95957b7e2ecfb1432beed54d8a165,0x000000000000000000000000000000000000000000000000090564d8e1bc3c99,650036603887828121,6.500366038878281e17,1
22816639,150,326,0x34ce7c74fd4e709063d819c3ab14642dda4bf18ad2ce6757abe83e9bbfbe7381,0x2513c95d1d405f5703633cb0622d48898df5633a,0x72eed754fc053b3b49019837f4a719175aec60d1,0x3b47ced134ab5037f6d0c4f35a40f23b825f9bd8,0x00000000000000000000000000000000000000000000000000000001f6204fc0,8424280000,8424280000.0,1
22816639,150,327,0x34ce7c74fd4e709063d819c3ab14642dda4bf18ad2ce6757abe83e9bbfbe7381,0x2513c95d1d405f5703633cb0622d48898df5633a,0xd72f967fb8c689320bb017b84a929cd6bf9b65f8,0xb9497823833a4a7b3329a8fe0654ef02895d2dcc,0x000000000000000000000000000000000000000000000000000000008b85c600,2340800000,2340800000.0,1
22816639,150,328,0x34ce7c74fd4e709063d819c3ab14642dda4bf18ad2ce6757abe83e9bbfbe7381,0x2513c95d1d405f5703633cb0622d48898df5633a,0x44e1264665b1fac74484e16cc07cad8b5b61608d,0x27fb3de8ea3d16c62b8b8ef07f37fcb5ac358911,0x0000000000000000000000000000000000000000000000000000002a9517ee80,182890000000,182890000000.0,1
22816639,150,329,0x34ce7c74fd4e709063d819c3ab14642dda4bf18ad2ce6757abe83e9bbfbe7381,0xbe51628936610e1c54ee627d6d0249c3e1bb89a0,0x799d0db297dc1b5d114f3562c1ec30c9f7fdae39,0x758c0d8f2b154441c8ef50cff9d56f08d74dbe3b,0x0000000000000000000000000000000000000000000000000000000002faf080,50000000,50000000.0,1
22816639,150,330,0x34ce7c74fd4e709063d819c3ab14642dda4bf18ad2ce6757abe83e9bbfbe7381,0x712c5c8ee871bb20af57ea4b40d5c233b3bdb365,0xe3f9ac2930bc31ac93483a197aa6ced6829ebfea,0x5ce683bf09450953455987417a63cda843809244,0x000000000000000000000000000000000000000000000000077c82eab815a000,539450000000000000,5.3945e17,1
22816639,150,331,0x34ce7c74fd4e709063d819c3ab14642dda4bf18ad2ce6757abe83e9bbfbe7381,0xbe51628936610e1c54ee627d6d0249c3e1bb89a0,0x938c1ac0bd7bbc28237f5181d9928f8b5ca8ac17,0xe58153cab56223188b13b9b1fac56cb930001d2a,0x0000000000000000000000000000000000000000000000000000000191bc3d00,6740000000,6740000000.0,1
22816639,150,332,0x34ce7c74fd4e709063d819c3ab14642dda4bf18ad2ce6757abe83e9bbfbe7381,0xbe51628936610e1c54ee627d6d0249c3e1bb89a0,0x8e0e6fbaf18f209916bb7c5960a70d6bb5760938,0x5fd512ce6cc05962a582c2e7cbe7f2785cabbd1e,0x00000000000000000000000000000000000000000000000000000015c508c700,93500000000,93500000000.0,1
22816639,150,333,0x34ce7c74fd4e709063d819c3ab14642dda4bf18ad2ce6757abe83e9bbfbe7381,0x712c5c8ee871bb20af57ea4b40d5c233b3bdb365,0xbe11cf2246f6ba9d5cc06720a6e3fc3300b9bca3,0xa087bca5227462473615a3415781d8a2b4fc9ecc,0x0000000000000000000000000000000000000000000000003589e59fcd6b38a5,3857867030328457381,3.857867030328457e18,1
22816639,150,334,0x34ce7c74fd4e709063d819c3ab14642dda4bf18ad2ce6757abe83e9bbfbe7381,0xbe51628936610e1c54ee627d6d0249c3e1bb89a0,0x966f209ad0662059fe3bc3f1de0bba9ea0aa553a,0x6945ac7d804bc68fbec7d1a0ffead6298463fb3a,0x000000000000000000000000000000000000000000000000000000037b2f8d62,14951615842,14951615842.0,1
22816639,150,335,0x34ce7c74fd4e709063d819c3ab14642dda4bf18ad2ce6757abe83e9bbfbe7381,0x2513c95d1d405f5703633cb0622d48898df5633a,0x95a784e5eec31c9931a7a540d47af7a1c366e510,0xe24121af19a94a2219d449c5c16e50a4ca0d9afd,0x000000000000000000000000000000000000000000000000000000008e377880,2386000000,2386000000.0,1
22816639,150,336,0x34ce7c74fd4e709063d819c3ab14642dda4bf18ad2ce6757abe83e9bbfbe7381,0x712c5c8ee871bb20af57ea4b40d5c233b3bdb365,0xf0d1e2815e74951a0faedabe0a29197963ec8f85,0xb13c434f7eadfb5a882e6b5644be51e1181c06ed,0x0000000000000000000000000000000000000000000000009c29206407ab733b,11252560757959390011,1.125256075795939e19,1
22816639,150,337,0x34ce7c74fd4e709063d819c3ab14642dda4bf18ad2ce6757abe83e9bbfbe7381,0x712c5c8ee871bb20af57ea4b40d5c233b3bdb365,0xa5c7acd9f126dca55011c814e9429796ad6e9eed,0x2f59cadfce132c05e6b481ea50efb5923a80d4a4,0x000000000000000000000000000000000000000000000000110a9c357c72e73d,1227965601946986301,1.2279656019469862e18,1
22816639,150,338,0x34ce7c74fd4e709063d819c3ab14642dda4bf18ad2ce6757abe83e9bbfbe7381,0x712c5c8ee871bb20af57ea4b40d5c233b3bdb365,0x33f887261735d2a5cc8428d66b5117cf03bcf645,0x2c8d1aca1b0cce753047985074692b156d8e8dff,0x00000000000000000000000000000000000000000000000018904d9f44710000,1770000000000000000,1.77e18,1
22816639,150,339,0x34ce7c74fd4e709063d819c3ab14642dda4bf18ad2ce6757abe83e9bbfbe7381,0x2513c95d1d405f5703633cb0622d48898df5633a,0x9bb52de11b06bcafbfa62b8789e8c5ddbb90edf7,0x493a15d24d2ccd38d2249d73da27abe9808d8067,0x00000000000000000000000000000000000000000000000000000002b95fd500,11700000000,11700000000.0,1
22816639,150,340,0x34ce7c74fd4e709063d819c3ab14642dda4bf18ad2ce6757abe83e9bbfbe7381,0x712c5c8ee871bb20af57ea4b40d5c233b3bdb365,0x3b5ca09edfe2c7c8cda295da25643e9df6cf2fb1,0x775bbbfddb29de4e737503448215eae470350e9f,0x00000000000000000000000000000000000000000000000028c7b7c8b4dfb659,2938519354538440281,2.93851935453844e18,1
22816639,150,341,0x34ce7c74fd4e709063d819c3ab14642dda4bf18ad2ce6757abe83e9bbfbe7381,0x2513c95d1d405f5703633cb0622d48898df5633a,0x6ba68eb9922a0bb8b75cac259926a6de6aadfd0c,0xcf791b670251ab5889ad710f4c2a6eb083c90460,0x00000000000000000000000000000000000000000000000000000000d9ea2200,3656000000,3656000000.0,1
22816639,150,342,0x34ce7c74fd4e709063d819c3ab14642dda4bf18ad2ce6757abe83e9bbfbe7381,0x712c5c8ee871bb20af57ea4b40d5c233b3bdb365,0x2f591a82e8ec083df02a4674e8bc6b894c7dd4a4,0x96e2e5f7c9629cf2ea7d66fc5d0e8b977c33595e,0x00000000000000000000000000000000000000000000000001831b646793a9b8,108960934035433912,1.0896093403543392e17,1
22816639,150,343,0x34ce7c74fd4e709063d819c3ab14642dda4bf18ad2ce6757abe83e9bbfbe7381,0x712c5c8ee871bb20af57ea4b40d5c233b3bdb365,0xf40001cf76b266f97b5b9892b251cf1b6ce67f4b,0x5f6b378ad556008bcf7fec5a786505394f4e040d,0x00000000000000000000000000000000000000000000000000005af3107a4000,100000000000000,100000000000000.0,1
22816639,150,344,0x34ce7c74fd4e709063d819c3ab14642dda4bf18ad2ce6757abe83e9bbfbe7381,0x712c5c8ee871bb20af57ea4b40d5c233b3bdb365,0x759c1bf6d7de7fd9ad3a683777266aaebd23a2fb,0x0ec68c97fd9427fa5ac30d259cf95b5d348cb6cb,0x00000000000000000000000000000000000000000000000000b1a2bc2ec50000,50000000000000000,5e16,1
22816639,150,345,0x34ce7c74fd4e709063d819c3ab14642dda4bf18ad2ce6757abe83e9bbfbe7381,0x2513c95d1d405f5703633cb0622d48898df5633a,0x4d3e56b6418d52578fb7cde1e41280540882c9e2,0xcf00f858c1745579787f3b927d4f4f22a0dba2f4,0x000000000000000000000000000000000000000000000000000000029f58c6d0,11263330000,11263330000.0,1
